unique_id,catalogued,s_predicted,plot_path,event_id,p_detected,network,code,epi_distance,provider,depth,lat,s_detected,detected,mag,p_error,date,time,s_error,mag_type,p_predicted,long,s_confidence,p_confidence
2024-07-01_11,False,,,,2024-07-01T00:06:53.850000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T00:06:53.850000,,,,,,0.19476135075092316
2024-07-01_12,False,,,,2024-07-01T00:10:23.900000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T00:10:23.900000,,,,,,0.12269876152276993
2024-07-01_13,False,,,,2024-07-01T00:11:20.490000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T00:11:20.490000,,,,,,0.10119488835334778
2024-07-01_14,False,,,,2024-07-01T00:11:57.940000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T00:11:57.940000,,,,,,0.12436342984437943
2024-07-01_15,False,,,,2024-07-01T00:13:22.330000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T00:13:22.330000,,,,,,0.41743704676628113
2024-07-01_16,False,,,,2024-07-01T00:13:47.980000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T00:13:47.980000,,,,,,0.1803276240825653
2024-07-01_17,False,,,,2024-07-01T00:20:40.330000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T00:20:40.330000,,,,,,0.44326990842819214
2024-07-01_18,False,,,,2024-07-01T00:21:08.010000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T00:21:08.010000,,,,,,0.4963160753250122
2024-07-01_19,False,,,,2024-07-01T00:21:08.980000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T00:21:08.980000,,,,,,0.17253458499908447
2024-07-01_20,False,,,,2024-07-01T00:21:22.360000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T00:21:22.360000,,,,,,0.19992676377296448
2024-07-01_21,False,,,,2024-07-01T00:22:39.260000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T00:22:39.260000,,,,,,0.2314765900373459
2024-07-01_22,False,,,,2024-07-01T00:28:47,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T00:28:47,,,,,,0.12649038434028625
2024-07-01_23,False,,,,2024-07-01T00:29:53.070000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T00:29:53.070000,,,,,,0.5228073596954346
2024-07-01_24,False,,,,2024-07-01T00:30:39.510000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T00:30:39.510000,,,,,,0.5483081340789795
2024-07-01_25,False,,,,2024-07-01T00:41:06.720000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T00:41:06.720000,,,,,,0.286628395318985
2024-07-01_26,False,,,,2024-07-01T00:41:35,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T00:41:35,,,,,,0.21962548792362213
2024-07-01_27,False,,,,2024-07-01T00:41:35.990000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T00:41:35.990000,,,,,,0.37556642293930054
2024-07-01_28,False,,,,2024-07-01T00:46:51.090000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T00:46:51.090000,,,,,,0.6418516635894775
2024-07-01_29,False,,,,2024-07-01T00:47:35,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T00:47:35,,,,,,0.23228904604911804
2024-07-01_30,False,,,,2024-07-01T01:05:11,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T01:05:11,,,,,,0.1377336084842682
2024-07-01_31,False,,,,2024-07-01T01:06:41.910000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T01:06:41.910000,,,,,,0.4984235465526581
2024-07-01_32,False,,,,2024-07-01T01:07:13.440000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T01:07:13.440000,,,,,,0.13288268446922302
2024-07-01_33,False,,,,2024-07-01T01:07:22.670000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T01:07:22.670000,,,,,,0.4363335371017456
2024-07-01_34,False,,,,2024-07-01T01:08:10.020000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T01:08:10.020000,,,,,,0.6580812931060791
2024-07-01_35,False,,,,2024-07-01T01:12:50.320000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T01:12:50.320000,,,,,,0.5604756474494934
2024-07-01_36,False,,,,2024-07-01T01:13:53.060000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T01:13:53.060000,,,,,,0.5249364376068115
2024-07-01_37,False,,,,2024-07-01T01:14:21.130000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T01:14:21.130000,,,,,,0.4497656524181366
2024-07-01_38,False,,,,2024-07-01T01:14:54.090000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T01:14:54.090000,,,,,,0.1167190670967102
2024-07-01_39,False,,,,2024-07-01T01:19:52.090000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T01:19:52.090000,,,,,,0.7714539766311646
2024-07-01_40,False,,,,2024-07-01T01:20:21.020000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T01:20:21.020000,,,,,,0.18805032968521118
2024-07-01_41,False,,,,2024-07-01T01:20:22.050000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T01:20:22.050000,,,,,,0.1088903397321701
2024-07-01_42,False,,,,2024-07-01T01:20:23.040000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T01:20:23.040000,,,,,,0.6563253998756409
2024-07-01_43,False,,,,2024-07-01T01:24:54.290000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T01:24:54.290000,,,,,,0.19583863019943237
2024-07-01_44,False,,,,2024-07-01T01:36:53.170000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T01:36:53.170000,,,,,,0.4225060045719147
2024-07-01_45,False,,,,2024-07-01T01:37:23.070000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T01:37:23.070000,,,,,,0.5840868353843689
2024-07-01_46,False,,,,2024-07-01T01:37:51.050000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T01:37:51.050000,,,,,,0.653323769569397
2024-07-01_47,False,,,,2024-07-01T01:37:52.010000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T01:37:52.010000,,,,,,0.22563160955905914
2024-07-01_48,False,,,,2024-07-01T01:39:42.870000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T01:39:42.870000,,,,,,0.2714485824108124
2024-07-01_49,False,,,,2024-07-01T01:42:25.320000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T01:42:25.320000,,,,,,0.3895138204097748
2024-07-01_50,False,,,,2024-07-01T01:47:54.290000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T01:47:54.290000,,,,,,0.23511096835136414
2024-07-01_51,False,,,,2024-07-01T01:49:07.020000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T01:49:07.020000,,,,,,0.4166315495967865
2024-07-01_52,False,,,,2024-07-01T01:49:08.010000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T01:49:08.010000,,,,,,0.23272407054901123
2024-07-01_53,False,,,,2024-07-01T01:50:48.240000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T01:50:48.240000,,,,,,0.453451007604599
2024-07-01_54,False,,,,2024-07-01T01:55:39.410000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T01:55:39.410000,,,,,,0.48735466599464417
2024-07-01_55,False,,,,2024-07-01T01:57:07.010000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T01:57:07.010000,,,,,,0.8624732494354248
2024-07-01_56,False,,,,2024-07-01T02:04:22.440000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T02:04:22.440000,,,,,,0.11201328039169312
2024-07-01_57,False,,,,2024-07-01T02:05:37.960000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T02:05:37.960000,,,,,,0.11754430830478668
2024-07-01_58,False,,,,2024-07-01T02:06:21.270000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T02:06:21.270000,,,,,,0.10364606976509094
2024-07-01_59,False,,,,2024-07-01T02:15:53.120000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T02:15:53.120000,,,,,,0.7057668566703796
2024-07-01_60,False,,,,2024-07-01T02:16:22.030000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T02:16:22.030000,,,,,,0.2953314185142517
2024-07-01_61,False,,,,2024-07-01T02:19:01.120000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T02:19:01.120000,,,,,,0.5588731169700623
2024-07-01_62,False,,,,2024-07-01T02:20:23.900000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T02:20:23.900000,,,,,,0.6314880847930908
2024-07-01_63,False,,,,2024-07-01T02:20:53.020000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T02:20:53.020000,,,,,,0.5664408802986145
2024-07-01_64,False,,,,2024-07-01T02:20:54,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T02:20:54,,,,,,0.2078416496515274
2024-07-01_65,False,,,,2024-07-01T02:22:15.170000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T02:22:15.170000,,,,,,0.14097565412521362
2024-07-01_66,False,,,,2024-07-01T02:26:38,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T02:26:38,,,,,,0.632335364818573
2024-07-01_67,False,,,,2024-07-01T02:31:51.970000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T02:31:51.970000,,,,,,0.13757610321044922
2024-07-01_68,False,,,,2024-07-01T02:35:23.470000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T02:35:23.470000,,,,,,0.31942424178123474
2024-07-01_69,False,,,,,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T02:35:24.050000,,,,,,
2024-07-01_70,False,,,,2024-07-01T02:35:53.810000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T02:35:53.810000,,,,,,0.11434783041477203
2024-07-01_71,False,,,,2024-07-01T02:37:40.150000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T02:37:40.150000,,,,,,0.18382151424884796
2024-07-01_72,False,,,,2024-07-01T02:46:57.200000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T02:46:57.200000,,,,,,0.516664981842041
2024-07-01_73,False,,,,2024-07-01T02:53:54.090000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T02:53:54.090000,,,,,,0.7289851903915405
2024-07-01_74,False,,,,2024-07-01T02:59:37.960000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T02:59:37.960000,,,,,,0.2479211986064911
2024-07-01_75,False,,,,2024-07-01T03:02:12.940000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T03:02:12.940000,,,,,,0.6671957969665527
2024-07-01_76,False,,,,2024-07-01T03:05:22.950000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T03:05:22.950000,,,,,,0.18520013988018036
2024-07-01_77,False,,,,2024-07-01T03:07:40.530000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T03:07:40.530000,,,,,,0.24194486439228058
2024-07-01_78,False,,,,2024-07-01T03:09:33.820000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T03:09:33.820000,,,,,,0.26152583956718445
2024-07-01_79,False,,,,2024-07-01T03:18:37.020000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T03:18:37.020000,,,,,,0.2293398529291153
2024-07-01_80,False,,,,2024-07-01T03:18:37.990000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T03:18:37.990000,,,,,,0.676794707775116
2024-07-01_81,False,,,,2024-07-01T03:22:36.020000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T03:22:36.020000,,,,,,0.1129731610417366
2024-07-01_82,False,,,,2024-07-01T03:29:12.740000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T03:29:12.740000,,,,,,0.23589876294136047
2024-07-01_83,False,,,,2024-07-01T03:37:48.940000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T03:37:48.940000,,,,,,0.17073212563991547
2024-07-01_84,False,,,,2024-07-01T03:47:38.980000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T03:47:38.980000,,,,,,0.7026844024658203
2024-07-01_85,False,,,,2024-07-01T03:51:52.050000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T03:51:52.050000,,,,,,0.10472425818443298
2024-07-01_86,False,,,,2024-07-01T03:55:39.010000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T03:55:39.010000,,,,,,0.8247423768043518
2024-07-01_87,False,,,,2024-07-01T04:01:16.590000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T04:01:16.590000,,,,,,0.2529563307762146
2024-07-01_88,False,,,,2024-07-01T04:13:37.010000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T04:13:37.010000,,,,,,0.1896044909954071
2024-07-01_89,False,,,,2024-07-01T04:16:43.830000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T04:16:43.830000,,,,,,0.11379782855510712
2024-07-01_90,False,,,,2024-07-01T04:17:21.880000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T04:17:21.880000,,,,,,0.8458876013755798
2024-07-01_91,False,,,,,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T04:17:22.250000,,,,,,
2024-07-01_92,False,,,,2024-07-01T04:22:36.990000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T04:22:36.990000,,,,,,0.5583996772766113
2024-07-01_93,False,,,,2024-07-01T04:22:37.980000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T04:22:37.980000,,,,,,0.15934814512729645
2024-07-01_94,False,,,,2024-07-01T04:22:39,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T04:22:39,,,,,,0.11712726950645447
2024-07-01_95,False,,,,2024-07-01T04:26:24.010000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T04:26:24.010000,,,,,,0.36738812923431396
2024-07-01_96,False,,,,2024-07-01T04:31:07.950000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T04:31:07.950000,,,,,,0.1410202533006668
2024-07-01_97,False,,,,2024-07-01T04:32:08.950000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T04:32:08.950000,,,,,,0.13783667981624603
2024-07-01_98,False,,,,2024-07-01T04:33:53,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T04:33:53,,,,,,0.7363027334213257
2024-07-01_99,False,,,,2024-07-01T04:35:58.360000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T04:35:58.360000,,,,,,0.5208491683006287
2024-07-01_100,False,,,,2024-07-01T04:36:22.070000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T04:36:22.070000,,,,,,0.6867411732673645
2024-07-01_101,False,,,,2024-07-01T04:39:36,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T04:39:36,,,,,,0.11123771965503693
2024-07-01_102,False,,,,2024-07-01T04:39:36.970000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T04:39:36.970000,,,,,,0.20873795449733734
2024-07-01_103,False,,,,2024-07-01T04:42:36.970000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T04:42:36.970000,,,,,,0.13768671452999115
2024-07-01_104,False,,,,2024-07-01T04:42:37.970000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T04:42:37.970000,,,,,,0.1482059359550476
2024-07-01_105,False,,,,2024-07-01T04:44:07.010000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T04:44:07.010000,,,,,,0.697676956653595
2024-07-01_106,False,,,,2024-07-01T04:54:09,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T04:54:09,,,,,,0.3037498891353607
2024-07-01_107,False,,,,2024-07-01T04:54:13.060000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T04:54:13.060000,,,,,,0.10519953817129135
2024-07-01_108,False,,,,2024-07-01T04:54:15.110000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T04:54:15.110000,,,,,,0.25373056530952454
2024-07-01_109,False,,,,2024-07-01T05:00:05.040000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:00:05.040000,,,,,,0.43482890725135803
2024-07-01_110,False,,,,2024-07-01T05:01:43.130000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:01:43.130000,,,,,,0.10223044455051422
2024-07-01_111,False,,,,2024-07-01T05:03:35.990000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:03:35.990000,,,,,,0.3596891164779663
2024-07-01_112,False,,,,2024-07-01T05:04:07.730000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:04:07.730000,,,,,,0.1645638346672058
2024-07-01_113,False,,,,2024-07-01T05:05:58.480000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:05:58.480000,,,,,,0.12284423410892487
2024-07-01_114,False,,,,2024-07-01T05:07:23.130000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:07:23.130000,,,,,,0.3868880569934845
2024-07-01_115,False,,,,2024-07-01T05:10:37.970000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:10:37.970000,,,,,,0.46631762385368347
2024-07-01_116,False,,,,2024-07-01T05:10:47.150000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:10:47.150000,,,,,,0.3280434310436249
2024-07-01_117,False,,,,2024-07-01T05:11:51.130000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:11:51.130000,,,,,,0.2372901439666748
2024-07-01_118,False,,,,2024-07-01T05:11:52.110000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:11:52.110000,,,,,,0.42677849531173706
2024-07-01_119,False,,,,2024-07-01T05:12:12.500000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:12:12.500000,,,,,,0.13765981793403625
2024-07-01_120,False,,,,2024-07-01T05:16:26.270000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:16:26.270000,,,,,,0.65202397108078
2024-07-01_121,False,,,,2024-07-01T05:16:40.840000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:16:40.840000,,,,,,0.15914633870124817
2024-07-01_122,False,,,,2024-07-01T05:27:40.960000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:27:40.960000,,,,,,0.7876696586608887
2024-07-01_123,False,,,,,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:27:41.560000,,,,,,
2024-07-01_124,False,,,,2024-07-01T05:28:20.960000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:28:20.960000,,,,,,0.2577889561653137
2024-07-01_125,False,,,,2024-07-01T05:30:06,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:30:06,,,,,,0.3102029263973236
2024-07-01_126,False,,,,2024-07-01T05:32:20.030000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:32:20.030000,,,,,,0.21212682127952576
2024-07-01_127,False,,,,2024-07-01T05:32:21,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:32:21,,,,,,0.17065401375293732
2024-07-01_128,False,,,,2024-07-01T05:33:36.990000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:33:36.990000,,,,,,0.4352668821811676
2024-07-01_129,False,,,,2024-07-01T05:33:37.990000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:33:37.990000,,,,,,0.40722763538360596
2024-07-01_130,False,,,,2024-07-01T05:35:22.120000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:35:22.120000,,,,,,0.5763738751411438
2024-07-01_131,False,,,,2024-07-01T05:36:40.980000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:36:40.980000,,,,,,0.6039586067199707
2024-07-01_132,False,,,,2024-07-01T05:36:42,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:36:42,,,,,,0.25198784470558167
2024-07-01_133,False,,,,2024-07-01T05:37:00.620000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:37:00.620000,,,,,,0.4805138409137726
2024-07-01_134,False,,,,2024-07-01T05:38:05.010000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:38:05.010000,,,,,,0.5479295253753662
2024-07-01_135,False,,,,2024-07-01T05:38:06,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:38:06,,,,,,0.2859249413013458
2024-07-01_136,False,,,,2024-07-01T05:40:35,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:40:35,,,,,,0.16520261764526367
2024-07-01_137,False,,,,2024-07-01T05:45:56.870000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:45:56.870000,,,,,,0.8665628433227539
2024-07-01_138,False,,,,,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:45:57.470000,,,,,,
2024-07-01_139,False,,,,2024-07-01T05:51:41.020000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:51:41.020000,,,,,,0.7970812320709229
2024-07-01_140,False,,,,2024-07-01T05:52:21.040000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:52:21.040000,,,,,,0.6428237557411194
2024-07-01_141,False,,,,2024-07-01T05:52:22.010000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:52:22.010000,,,,,,0.12629978358745575
2024-07-01_142,False,,,,2024-07-01T05:53:57.170000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:53:57.170000,,,,,,0.22958515584468842
2024-07-01_143,False,,,,2024-07-01T05:56:36.930000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:56:36.930000,,,,,,0.15361326932907104
2024-07-01_144,False,,,,2024-07-01T05:56:37.970000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:56:37.970000,,,,,,0.13950678706169128
2024-07-01_145,False,,,,2024-07-01T05:59:20.090000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T05:59:20.090000,,,,,,0.18233507871627808
2024-07-01_146,False,,,,2024-07-01T06:03:08.150000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T06:03:08.150000,,,,,,0.16644945740699768
2024-07-01_147,False,,,,2024-07-01T06:03:44.810000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T06:03:44.810000,,,,,,0.8011968731880188
2024-07-01_148,False,,,,2024-07-01T06:03:54.340000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T06:03:54.340000,,,,,,0.273873895406723
2024-07-01_149,False,,,,2024-07-01T06:04:55.660000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T06:04:55.660000,,,,,,0.85223788022995
2024-07-01_150,False,,,,,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T06:04:56.150000,,,,,,
2024-07-01_151,False,,,,2024-07-01T06:05:06.960000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T06:05:06.960000,,,,,,0.7626150846481323
2024-07-01_152,False,,,,2024-07-01T06:12:19.050000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T06:12:19.050000,,,,,,0.7218387722969055
2024-07-01_153,False,,,,2024-07-01T06:14:38,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T06:14:38,,,,,,0.8745260834693909
2024-07-01_154,False,,,,2024-07-01T06:14:55.200000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T06:14:55.200000,,,,,,0.10064344108104706
2024-07-01_155,False,,,,2024-07-01T06:15:50.980000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T06:15:50.980000,,,,,,0.5671077370643616
2024-07-01_156,False,,,,2024-07-01T06:16:10.290000,AM,R50D6,,Detection,,,,True,,,2024-07-01,2024-07-01T06:16:10.290000,,,,,,0.15291595458984375
